0,3
0,649
0,651
0,912
0,23
0,161
0,419
0,165
0,424
0,299
0,303
0,561
0,307
0,181
0,964
0,837
0,289
0,203
0,80
0,467
0,733
0,108
0,123
0,255
1,497
1,385
1,614
1,481
1,712
1,937
1,140
1,877
1,240
1,369
1,146
1,243
1,84
1,512
1,660
1,474
1,904
1,860
2,420
2,805
2,295
2,648
2,664
2,824
2,109
2,846
2,141
2,596
2,344
2,467
2,276
2,533
2,24
2,84
2,591
2,527
2,382
3,831
3,99
3,132
3,392
3,429
3,47
3,528
3,131
3,597
3,248
3,868
3,187
3,732
3,125
3,671
4,192
4,256
4,809
4,164
4,134
4,361
4,940
4,109
4,14
4,175
4,273
4,370
4,789
4,622
4,87
4,376
4,825
4,255
5,647
5,9
5,400
5,531
5,153
5,159
5,932
5,166
5,943
5,95
5,701
5,448
5,325
5,71
5,331
5,89
5,479
5,16
5,359
5,745
5,999
5,626
5,378
5,764
6,15
6,789
6,406
6,801
6,675
6,689
6,296
6,686
6,49
6,438
6,60
6,578
6,710
6,337
6,213
6,990
6,96
6,106
6,239
6,370
6,635
6,981
7,520
7,13
7,915
7,21
7,151
7,284
7,807
7,296
7,426
7,686
7,176
7,433
7,947
7,824
7,825
7,193
7,201
7,589
7,211
7,609
7,360
7,367
7,249
7,122
8,161
8,359
8,321
8,134
8,17
8,275
8,167
8,270
8,209
8,243
8,756
8,789
8,952
8,953
8,58
8,794
9,36
9,41
9,365
9,206
9,369
9,882
9,723
9,116
9,798
9,984
9,473
9,58
9,126
10,865
10,132
10,293
10,838
10,967
10,552
10,540
10,11
10,332
10,847
10,144
10,808
10,888
10,841
10,728
10,612
10,476
10,863
11,643
11,775
11,776
11,395
11,413
11,159
11,549
11,559
11,183
11,568
11,444
11,960
11,199
11,846
11,465
11,343
11,869
11,871
11,104
11,231
11,623
11,884
11,889
12,419
12,260
12,389
12,518
12,837
12,13
12,143
12,177
12,788
12,374
12,900
12,890
12,859
12,286
12,127
13,152
13,146
13,661
13,792
13,816
13,567
13,447
13,64
13,579
13,580
13,203
13,718
13,604
13,739
13,743
13,747
13,877
13,754
13,371
13,253
13,510
14,513
14,773
14,776
14,395
14,147
14,22
14,260
14,282
14,922
14,288
14,419
14,292
14,41
14,440
14,185
14,714
14,844
14,213
14,600
14,481
14,237
14,496
14,341
15,448
15,569
15,40
15,668
15,951
15,780
15,718
15,687
15,720
15,456
15,50
15,371
15,724
15,377
15,216
15,57
15,698
15,59
15,540
16,448
16,704
16,923
16,260
16,455
16,200
16,519
16,769
16,613
16,629
16,22
16,663
16,858
16,575
16,476
16,381
16,95
17,384
17,898
17,963
17,839
17,969
17,269
17,175
17,982
17,183
17,541
17,29
17,382
17,351
18,930
18,931
18,324
18,133
18,166
18,199
18,391
18,556
18,653
18,399
18,144
18,626
18,307
18,659
18,725
18,825
18,281
18,59
18,636
18,990
18,869
19,896
19,321
19,995
19,868
19,678
19,262
19,297
19,237
19,302
19,338
19,245
19,89
19,700
19,882
19,703
20,129
20,774
20,513
20,144
20,663
20,537
20,731
20,44
20,436
20,219
20,572
20,446
20,833
20,336
20,83
20,985
20,475
20,352
20,359
20,493
20,240
20,723
20,116
20,62
20,249
20,895
21,259
21,395
21,275
21,277
21,924
21,799
21,291
21,166
21,936
21,554
21,775
21,567
21,957
21,706
21,842
21,853
21,854
21,343
21,233
21,747
21,237
21,725
22,897
22,939
22,779
22,531
22,794
22,412
22,29
22,43
22,797
22,952
22,699
22,573
22,319
22,198
22,329
22,714
22,995
22,725
22,987
22,862
22,993
22,98
22,739
22,360
22,238
22,374
22,122
22,765
23,642
23,521
23,524
23,158
23,671
23,929
23,549
23,295
23,556
23,302
23,434
23,691
23,696
23,453
23,587
23,590
23,599
23,606
23,995
23,238
23,882
23,504
23,380
24,704
24,65
24,579
24,651
24,487
24,938
24,203
24,880
24,851
24,692
24,85
24,246
24,346
24,883
24,899
24,890
24,894
25,160
25,320
25,515
25,836
25,582
25,358
25,489
25,395
25,590
25,367
25,905
25,995
25,533
25,791
25,254
25,639
26,288
26,736
26,34
26,99
26,927
26,903
26,970
26,459
26,973
26,637
26,784
26,914
26,86
26,313
26,826
26,347
26,29
26,351
27,879
27,453
27,646
27,308
27,520
27,170
27,889
27,238
27,751
27,304
27,402
27,51
27,148
27,302
27,885
27,249
27,774
27,28
27,485
28,513
28,130
28,644
28,655
28,274
28,921
28,430
28,441
28,325
28,328
28,211
28,87
28,869
28,877
28,369
28,755
28,756
28,501
28,632
28,634
28,379
28,252
28,255
29,147
29,535
29,409
29,410
29,162
29,166
29,807
29,936
29,438
29,183
29,703
29,712
29,82
29,595
29,218
29,861
29,734
29,608
29,100
29,485
29,360
29,751
29,787
29,756
29,376
29,638
29,511
30,193
30,740
30,613
30,71
30,968
30,588
30,426
30,396
30,306
30,110
30,973
30,178
30,513
30,543
30,530
30,447
31,644
31,615
31,553
31,778
31,587
31,813
31,238
31,431
31,432
31,638
31,723
31,148
31,478
31,726
31,119
31,473
31,762
31,509
31,286
32,672
32,833
32,776
32,651
32,684
32,974
32,687
32,592
32,818
32,435
32,116
32,949
32,630
32,247
32,724
32,156
32,798
33,962
33,749
33,165
33,454
33,394
33,236
33,301
33,366
33,477
33,851
33,981
33,950
33,665
33,859
33,317
33,650
34,775
34,415
34,544
34,428
34,431
34,561
34,947
34,184
34,574
34,448
34,67
34,324
34,838
34,970
34,974
34,466
34,985
34,989
34,995
34,376
34,633
35,898
35,133
35,649
35,526
35,272
35,276
35,282
35,923
35,496
35,803
35,809
35,556
35,950
35,570
35,60
35,319
35,834
35,327
35,717
35,974
35,722
35,270
35,86
35,217
35,104
35,240
35,243
36,965
36,261
36,615
36,42
36,647
36,922
36,48
36,657
36,149
36,969
36,216
36,890
36,714
36,421
37,783
37,130
37,581
37,689
37,873
37,810
37,75
37,460
37,482
37,207
37,401
37,882
37,84
37,610
37,602
37,143
37,732
37,735
38,898
38,901
38,902
38,930
38,165
38,175
38,177
38,441
38,187
38,192
38,453
38,846
38,79
38,210
38,470
38,345
38,363
38,237
38,750
38,885
38,886
38,503
38,637
39,320
39,897
39,232
39,841
39,170
39,107
39,300
39,557
39,239
39,755
39,149
40,64
40,354
40,67
40,651
40,869
40,295
40,359
40,880
40,596
40,951
40,854
40,183
40,587
40,724
40,58
40,155
40,154
40,734
40,637
41,672
41,731
41,838
41,550
41,103
41,968
41,907
41,268
41,208
41,696
41,329
41,216
41,505
41,155
41,541
42,641
42,387
42,397
42,784
42,410
42,283
42,807
42,808
42,425
42,555
42,304
42,817
42,51
42,694
42,312
42,829
42,822
42,201
42,334
42,335
42,728
42,603
42,874
42,937
42,374
42,809
43,450
43,547
43,710
43,721
43,839
43,364
43,398
43,303
43,848
43,593
43,878
43,952
43,249
43,251
43,895
43,767
44,133
44,518
44,779
44,140
44,909
44,528
44,922
44,540
44,298
44,817
44,563
44,693
44,825
44,570
44,958
44,70
44,971
44,343
44,88
44,611
44,233
44,378
44,380
45,548
45,645
45,200
45,457
45,943
45,848
45,465
45,822
45,252
45,726
45,599
45,859
45,572
45,894
45,575
46,832
46,321
46,226
46,771
46,485
46,454
46,867
46,811
46,108
46,975
46,925
46,496
