0,3
0,4
0,5
0,7
0,520
0,13
0,15
0,17
0,18
0,21
0,22
0,23
0,25
0,540
0,34
0,41
0,43
0,558
0,48
0,8
0,50
0,565
0,566
0,55
0,61
0,62
0,63
0,576
0,80
0,593
0,93
0,94
0,610
0,109
0,110
0,118
0,120
0,639
0,960
0,131
0,646
0,658
0,150
0,151
0,154
0,159
0,181
0,694
0,197
0,202
0,716
0,214
0,216
0,224
0,228
0,127
0,236
0,763
0,897
0,268
0,270
0,286
0,49
0,818
0,835
0,842
0,337
0,347
0,354
0,361
0,366
0,369
0,64
0,391
0,406
0,409
0,930
0,419
0,938
0,429
0,435
0,448
0,968
0,470
0,997
0,491
0,494
0,508
1,3
1,6
1,9
1,10
1,11
1,12
1,13
1,14
1,528
1,20
1,21
1,23
1,24
1,154
1,29
1,421
1,38
1,817
1,938
1,839
1,746
1,177
1,562
1,51
1,52
1,310
1,137
1,568
1,313
1,955
1,62
1,435
1,139
1,609
1,328
1,73
1,74
1,333
1,78
1,336
1,849
1,84
1,216
1,729
1,349
1,97
1,251
1,230
1,232
1,233
1,234
1,108
1,109
1,239
1,113
1,371
1,190
1,119
1,123
1,253
1,255
2,3
2,4
2,6
2,24
2,659
2,789
2,152
2,28
2,31
2,33
2,297
2,683
2,45
2,51
2,181
2,312
2,187
2,60
2,190
2,707
2,710
2,417
2,841
2,759
2,334
2,719
2,82
2,218
2,681
2,958
2,758
2,247
3,4
3,5
3,12
3,399
3,274
3,275
3,302
3,159
3,160
3,546
3,292
3,421
3,39
3,40
3,682
3,46
3,303
3,688
3,947
3,54
3,722
3,953
3,786
3,59
3,316
3,61
3,978
3,835
3,324
3,389
3,205
3,338
3,724
3,341
3,548
3,96
3,227
3,236
3,18
3,500
3,885
3,246
3,762
3,892
3,125
4,669
4,5
4,6
4,7
4,8
4,9
4,10
4,290
4,140
4,354
4,14
4,15
4,16
4,17
4,18
4,148
4,174
4,222
4,791
4,26
4,29
4,32
4,162
4,547
4,134
4,39
4,43
4,556
4,173
4,46
4,47
4,48
4,692
4,181
4,696
4,820
4,399
4,735
4,138
4,704
4,324
4,829
4,390
4,200
4,518
4,587
4,205
4,207
4,81
4,340
4,88
4,335
4,661
4,94
4,95
4,864
4,97
4,98
4,740
4,165
4,145
4,109
4,282
4,984
4,276
4,250
4,123
4,126
4,533
5,7
5,8
5,9
5,10
5,11
5,12
5,856
5,20
5,22
5,23
5,25
5,28
5,541
5,40
5,553
5,556
5,52
5,53
5,55
5,57
5,573
5,63
5,580
5,581
5,72
5,585
5,77
5,592
5,83
5,85
5,697
5,602
5,93
5,784
5,610
5,100
5,101
5,105
5,618
5,786
5,116
5,118
5,106
5,129
5,136
5,141
5,151
5,158
5,171
5,185
5,700
5,195
5,198
5,717
5,210
5,733
5,228
5,747
5,125
5,757
